"","1","2","3","4","degree","betweenness","closeness","eigenvector","pagerank","geodesickpath","decay","leverage","lin","communicabilitybetweenness","katz","radiality","markov","laplacian","barycenter","bottleneck","entropy","crossclique"
"1",-0.0532554208155402,-0.0713995193853249,-0.0713995193853249,1,6,34.9211510711511,0.00568181818181818,0.406936368860012,0.0169653917251096,44,12.171875,-0.077034077034077,21.1420454545455,305.327914231156,3.03626415963421,6.26229508196721,0.0138814235309323,130,0.00568181818181818,5,9.86147467512576,13
"2",0.0719363474122539,0.150004397236581,0.278561995597946,3,8,390.383717025044,0.00609756097560976,0.133243923814155,0.0246507168492958,48,12.90625,0.194337035513506,22.6890243902439,1044.92026663175,3.02027669658401,6.45901639344262,0.0142237289533106,162,0.00609756097560976,57,9.86147467512576,13
"3",-0.0718269675016318,-0.0532554208155402,-0.0532554208155402,2,4,16.6032467532468,0.00462962962962963,0.125900177861632,0.0133380797419074,34,9.0859375,-0.0420634920634921,17.2268518518519,62.3084258360467,1.91414027367222,5.60655737704918,0.00850134339972494,56,0.00462962962962963,2,9.86147467512576,6
"4",-0.06102239813172,-0.0433267088493144,-0.0433267088493144,2,3,4.34404761904762,0.00505050505050505,0.251231996084272,0.00962906209347307,39,9.9765625,-0.394444444444444,18.7929292929293,75.3261264210859,2.11035091552625,5.9016393442623,0.00737125088905153,58,0.00505050505050505,0,9.86147467512576,5
"5",-0.06102239813172,-0.0584942625244886,-0.06102239813172,2,1,0,0.00408163265306122,0.0927453617090803,0.00507980017560435,24,6.95703125,-0.818181818181818,15.1877551020408,9.27364996998968,1.40601093309776,5.13114754098361,0.00266574868181178,22,0.00408163265306122,0,9.86147467512576,2
"6",0.150004397236581,0.110206318539883,0.58091348409361,3,4,8.01594932844933,0.00390625,0.0207714125991264,0.0144280476324887,20,7.1953125,-0.164335664335664,14.53515625,116.424140712879,2.06340351739901,4.95081967213115,0.0057790780092808,72,0.00390625,2,9.86147467512576,9
"7",0.0719363474122539,0.110206318539883,0.58091348409361,3,6,53.7517422482666,0.0043859649122807,0.03860645932932,0.0200536292995076,24,9.171875,-0.0327838827838828,16.3201754385965,324.411122056833,2.66596423879191,5.40983606557377,0.00782526487051085,126,0.0043859649122807,8,9.86147467512576,21
"8",-0.0393265740030952,0.122505800464036,0.25168888679512,3,5,216.376673262972,0.00598802395209581,0.135855976395428,0.015643030468627,51,12.0625,-0.0572649572649573,22.2814371257485,494.105862044796,2.33214865358089,6.40983606557377,0.0112527789161243,88,0.00598802395209581,44,9.86147467512576,8
"9",-0.0433267088493144,-0.0433267088493144,-0.0433267088493144,1,6,40.9292998050889,0.00595238095238095,0.453166273766203,0.0170983008435509,49,12.578125,-0.045513963161022,22.1488095238095,358.893368248406,3.12105254478101,6.39344262295082,0.0138791346026287,130,0.00595238095238095,4,9.86147467512576,11
"10",0.0719363474122539,0.471524966736211,0.58091348409361,3,7,38.2367160617161,0.00413223140495868,0.0386258620319349,0.0234584793438354,22,8.8984375,0.0856643356643357,15.3760330578512,359.564576702216,2.84049384946322,5.18032786885246,0.0080277870999547,144,0.00413223140495868,11,9.86147467512576,26
