"","1","2","3","4","degree","betweenness","closeness","eigenvector","pagerank","geodesickpath","decay","leverage","lin","communicabilitybetweenness","radiality","markov","laplacian","barycenter","bottleneck","entropy","crossclique"
"1",0.0010378974901139,0.0275766888827482,0.0275766888827482,2,12,209.170965252256,0.00371747211895911,0.826724722976827,0.00957575828679162,114,25.875,0.0563711650668172,48.3122676579926,1213.29521335209,2.68421052631579,0.00839759299610305,414,0.00371747211895911,27,11.6657800283295,135
"2",0.0010378974901139,0.0291062575986226,0.0291062575986226,2,12,113.397956545662,0.0036231884057971,0.746458931010202,0.00962616834850149,112,25.125,0.0596179183135705,47.0869565217391,1107.83431984075,2.62280701754386,0.00784962887281769,412,0.0036231884057971,16,11.6657800283295,261
"3",-0.00101617126076327,0.0360022653954585,0.0360022653954585,2,12,84.9053850177182,0.00357142857142857,0.943735841475744,0.00945928427810408,113,24.5625,0.0292753623188406,46.4142857142857,1297.91356450004,2.58771929824561,0.00828600016730299,428,0.00357142857142857,15,11.6657800283295,64
"4",-0.00101617126076327,0.0394998740629421,0.0394998740629421,2,13,154.15807115388,0.003690036900369,0.963523433860853,0.0102395806446796,114,25.625,0.0881159420289855,47.9557195571956,1335.58079155031,2.66666666666667,0.00793896045410568,442,0.003690036900369,20,11.6657800283295,59
"5",0.00206493186555249,0.0134281782609083,0.0134281782609083,2,11,68.667222003219,0.00353356890459364,0.790675864022997,0.00887468794659266,109,24.3125,0.0102202145680407,45.9222614840989,972.472911853924,2.56140350877193,0.00746568556911359,370,0.00353356890459364,4,11.6657800283295,134
"6",-0.000673826468950327,0.0134281782609083,0.0134281782609083,2,12,68.2536221679207,0.00336700336700337,0.847960656970696,0.00962435913661031,102,23.125,0.0700338791643139,43.7575757575758,1066.93930751937,2.43859649122807,0.00799661201960221,408,0.00336700336700337,8,11.6657800283295,61
"7",1.08631146753143e-05,0.0516750101297921,0.0516750101297921,2,12,126.641532406104,0.00373134328358209,0.89341848349053,0.00952189986627395,114,26,0.0484660267268963,48.4925373134328,1241.58937999426,2.69298245614035,0.0083809471485556,418,0.00373134328358209,11,11.6657800283295,59
"8",-0.000331481677137382,0.0325371030513422,0.0325371030513422,2,12,93.7015286974976,0.00352112676056338,0.941341503521624,0.00948002963517204,106,24.5,0.0438076416337286,45.7605633802817,1150.36981447564,2.55263157894737,0.00789040779075759,420,0.00352112676056338,12,11.6657800283295,87
"9",0.000695552698300955,0.043578361021556,0.0711322743290486,3,11,32.2584580697902,0.00316455696202532,0.835527576319646,0.00883676032975109,92,21.25,0.00946734424995295,41.126582278481,906.987536846044,2.2719298245614,0.00702808529172378,370,0.00316455696202532,1,11.6657800283295,86
"10",0.00206493186555249,0.0257114220124158,0.0257114220124158,2,11,76.1770220490342,0.00348432055749129,0.827102608140395,0.00882716471336136,111,23.6875,0.00508187464709204,45.2822299651568,985.843242434343,2.52631578947368,0.0073359925625979,372,0.00348432055749129,6,11.6657800283295,137
"11",0.000118049616796732,0.0424548836703608,0.0424548836703608,2,10,43.8144045488482,0.00334448160535117,0.746166176651984,0.00817045549124937,105,22.4375,-0.041991341991342,43.4648829431438,807.900486486182,2.42105263157895,0.00669531166590522,328,0.00334448160535117,6,11.6657800283295,52
"12",0.00208090484881754,0.0134281782609083,0.0134281782609083,2,10,72.8222623644473,0.00353356890459364,0.645617698362355,0.00831615708772994,111,24.0625,-0.00908661640927087,45.9222614840989,753.962472327311,2.56140350877193,0.00698175870154966,316,0.00353356890459364,10,11.6657800283295,41
"13",-0.00173495622157095,0.0476508380477716,0.0476508380477716,2,10,65.1145597102458,0.00342465753424658,0.578072730324531,0.00833486731393253,107,23.1875,-0.0169590643274854,44.5068493150685,756.419023936869,2.48245614035088,0.00676694078660348,318,0.00342465753424658,6,11.6657800283295,42
"14",1.08631146753143e-05,0.0469633054390697,0.0469633054390697,2,11,110.940480475096,0.003690036900369,0.83860386437539,0.00880449993731331,114,25.5,-0.00357613401091662,47.9557195571956,1087.01054545106,2.66666666666667,0.00767166382845442,376,0.003690036900369,8,11.6657800283295,58
"15",-0.00248786246683571,0.0449323613322746,0.0449323613322746,2,11,50.3143485612343,0.00337837837837838,0.690788721558257,0.00896164579912023,110,22.5,0.0185017880670055,43.9054054054054,921.548614750062,2.44736842105263,0.00638644060972232,344,0.00337837837837838,9,11.6657800283295,46
"16",1.08631146753143e-05,0.0360022653954585,0.0360022653954585,2,12,134.482816174203,0.00371747211895911,0.925184864010681,0.00947558610988725,114,25.875,0.0398550724637681,48.3122676579926,1276.86606403928,2.68421052631579,0.00834484586248496,422,0.00371747211895911,12,11.6657800283295,61
"17",0.00206493186555249,0.0257114220124158,0.0257114220124158,2,11,142.918281824809,0.00371747211895911,0.813041233072834,0.00883243798694996,114,25.75,-0.00319969885187276,48.3122676579926,1061.91193339531,2.68421052631579,0.00765809157906182,376,0.00371747211895911,13,11.6657800283295,135
"18",0.00188981378847818,0.0448261735234792,0.0448261735234792,2,11,106.896355881802,0.0036101083032491,0.636374844833376,0.00900016471521452,114,24.75,0.0216450216450216,46.9169675090253,945.452882057144,2.6140350877193,0.00745446765624413,364,0.0036101083032491,12,11.6657800283295,52
"19",-0.000331481677137382,0.0449323613322746,0.0449323613322746,2,11,54.4211614975905,0.00333333333333333,0.611837576437855,0.00907965446427636,102,22.625,0.0475431001746791,43.32,827.97422261648,2.41228070175439,0.00711773667140713,354,0.00333333333333333,5,11.6657800283295,77
"20",-0.000331481677137382,0.0482396938692852,0.0482396938692852,2,11,62.8524891825302,0.00342465753424658,0.651702081135579,0.00898754027070909,107,23.3125,0.0273410799726589,44.5068493150685,909.525351178918,2.48245614035088,0.00733051536710697,362,0.00342465753424658,4,11.6657800283295,136
"21",-0.000673826468950327,0.0424548836703608,0.0424548836703608,2,11,148.403266967979,0.00353356890459364,0.628432662886468,0.00901575579113398,112,24.125,0.0273410799726589,45.9222614840989,926.349707046945,2.56140350877193,0.00739042522464318,362,0.00353356890459364,19,11.6657800283295,53
"22",0.000695552698300955,0.0325371030513422,0.0325371030513422,2,11,142.475355451984,0.00348432055749129,0.852948802862808,0.00880532925480437,109,23.8125,0.000376435159043855,45.2822299651568,991.762411276152,2.52631578947368,0.00725825497770967,374,0.00348432055749129,16,11.6657800283295,85
"23",0.000695552698300955,0.0346933680115474,0.0346933680115474,2,11,43.2944344327906,0.0032258064516129,0.855207999687406,0.00880563662451583,97,21.6875,0.000376435159043855,41.9225806451613,941.711779639683,2.32456140350877,0.00702847275628241,374,0.0032258064516129,2,11.6657800283295,88
"24",0.00206493186555249,0.0275766888827482,0.0275766888827482,2,11,48.8829111245329,0.00337837837837838,0.810969672833451,0.00885202394270455,107,22.8125,0.0098437794089968,43.9054054054054,956.867355790264,2.44736842105263,0.00728979786602351,370,0.00337837837837838,5,11.6657800283295,136
"25",0.00334903920691597,0.00991555358988654,0.00991555358988654,2,10,133.15332276345,0.00371747211895911,0.639859863470053,0.00828628743388944,111,25.8125,-0.0171109592162224,48.3122676579926,809.131551346651,2.68421052631579,0.00718481260107331,318,0.00371747211895911,11,11.6657800283295,37
"26",0.00138024228192685,0.0101242811439821,0.0101242811439821,2,11,114.310411449264,0.0036231884057971,0.726416547038205,0.00889385728725998,112,25,0.00941087897609637,47.0869565217391,989.283061155282,2.62280701754386,0.00725200399010954,370,0.0036231884057971,11,11.6657800283295,259
"27",-0.00173495622157095,0.0449323613322746,0.0449323613322746,2,10,110.522046300815,0.0034965034965035,0.587090798302198,0.00833587582600916,109,23.8125,-0.0187046901140319,45.4405594405594,787.054233760086,2.53508771929825,0.00677879695133745,320,0.0034965034965035,18,11.6657800283295,42
"28",-0.000331481677137382,0.0424548836703608,0.0424548836703608,2,11,68.4773740353898,0.00335570469798658,0.617787961917137,0.00901706147804838,102,22.875,0.0224543572369659,43.6107382550336,914.077046409856,2.42982456140351,0.00733587349027792,364,0.00335570469798658,9,11.6657800283295,53
"29",0.000689669269812548,0.00991555358988654,0.00991555358988654,2,9,116.950892528382,0.003584229390681,0.550970207016195,0.00762090998582882,114,24.25,-0.0619883040935673,46.5806451612903,622.063856176593,2.59649122807018,0.00635731498554912,274,0.003584229390681,11,11.6657800283295,38
"30",0.00206493186555249,0.0354353636282721,0.0354353636282721,2,11,58.0672021668095,0.00350877192982456,0.6687594356708,0.00898202804737572,113,23.8125,0.0288600288600289,45.6,924.101693882842,2.54385964912281,0.0073141951288615,362,0.00350877192982456,7,11.6657800283295,141
"31",0.00206493186555249,0.0104948823116558,0.0104948823116558,2,11,97.022355599187,0.00359712230215827,0.681565750559999,0.00894453377247653,113,24.6875,0.0177489177489178,46.7482014388489,954.592845413128,2.60526315789474,0.00739880272840964,366,0.00359712230215827,9,11.6657800283295,139
"32",-0.00135851605257597,0.0449323613322746,0.0449323613322746,2,11,53.9611576046733,0.00332225913621262,0.669949926719619,0.00896611157852858,103,22.4375,0.0177489177489178,43.1760797342193,919.560556403148,2.40350877192982,0.00722200163424067,366,0.00332225913621262,6,11.6657800283295,75
"33",1.08631146753143e-05,0.0360022653954585,0.0360022653954585,2,11,95.3589880958811,0.00359712230215827,0.862261106547017,0.00877835280078795,113,24.6875,-0.00790513833992095,46.7482014388489,1097.80416294161,2.60526315789474,0.00763711027452509,378,0.00359712230215827,6,11.6657800283295,58
"34",0.00283047213885797,0.0291062575986226,0.0291062575986226,2,10,47.3349808287559,0.00340136054421769,0.645761190909256,0.00820212572415786,109,22.8125,-0.0467532467532468,44.2040816326531,811.882812023796,2.46491228070175,0.00643821362862714,330,0.00340136054421769,1,11.6657800283295,259
"35",-0.00135851605257597,0.0449323613322746,0.0449323613322746,2,11,51.5584934183365,0.0033003300330033,0.625211690546368,0.00904889567236087,101,22.3125,0.0418470418470418,42.8910891089109,851.61363617406,2.3859649122807,0.00713866577418862,356,0.0033003300330033,6,11.6657800283295,75
"36",0.00138024228192685,0.0257114220124158,0.0257114220124158,2,11,99.6186564443699,0.00348432055749129,0.690118753602456,0.00892222121808474,107,23.9375,0.00470543948804818,45.2822299651568,990.845448069209,2.52631578947368,0.00742890685930632,372,0.00348432055749129,10,11.6657800283295,136
